countryindyear,count
"lebanon, furniture, 1970",1
"iceland, marketing and advertising, 2013",2
"philippines, computer software, 2013",14
"sweden, entertainment, 2007",2
"poland, health, wellness and fitness, 2008",8
"new zealand, photography, 2011",7
"belgium, automotive, 2018",5
"germany, hospitality, 1993",8
"colombia, computer & network security, 2007",4
"hungary, computer software, 2011",11
"venezuela, accounting, 2011",2
"germany, electrical/electronic manufacturing, 1962",3
"united states, utilities, 1947",11
"pakistan, apparel & fashion, 2011",6
"denmark, e-learning, 2012",7
"greece, food & beverages, 1969",2
"spain, consumer goods, 2003",5
"canada, civil engineering, 2017",20
"russia, wholesale, 2010",5
"iceland, information technology and services, 2004",1
"croatia, events services, 2014",6
"china, wholesale, 2003",8
"china, media production, 2001",5
"united states, wireless, 1997",31
"canada, building materials, 1977",12
"chile, higher education, 1994",2
"panama, real estate, 2007",9
"colombia, facilities services, 2015",3
"morocco, mining & metals, 2014",1
"switzerland, airlines/aviation, 2012",3
"spain, retail, 1989",13
"malaysia, legal services, 2003",1
"india, machinery, 1980",17
"united states, law enforcement, 1991",7
"turkey, graphic design, 1997",1
"curaçao, translation and localization, 2012",1
"italy, translation and localization, 2014",15
"venezuela, computer software, 2010",5
"india, research, 1936",1
"united states, alternative dispute resolution, 2006",9
"poland, computer & network security, 2009",3
"india, facilities services, 1996",6
"germany, motion pictures and film, 1987",1
"south africa, utilities, 2009",2
"argentina, human resources, 1999",7
"france, construction, 1938",3
"united kingdom, veterinary, 2017",8
"china, education management, 2004",19
"thailand, professional training & coaching, 2010",2
"united arab emirates, food & beverages, 2005",4
"sweden, publishing, 2013",9
"luxembourg, media production, 2014",2
"gibraltar, maritime, 2003",1
"puerto rico, textiles, 1979",1
"croatia, information technology and services, 2007",16
"argentina, industrial automation, 2013",7
"italy, events services, 1997",11
"cayman islands, management consulting, 2004",1
"zimbabwe, accounting, 2014",1
"madagascar, marketing and advertising, 2008",2
"australia, arts and crafts, 2006",6
"mexico, civic & social organization, 1996",4
"germany, machinery, 1962",17
"switzerland, fund-raising, 2010",3
"india, animation, 2016",20
"austria, hospitality, 2013",6
"china, leisure, travel & tourism, 2017",3
"netherlands, commercial real estate, 2016",10
"netherlands, research, 1950",1
"mexico, animation, 2001",1
"chile, architecture & planning, 2014",13
"france, investment banking, 2013",11
"australia, consumer electronics, 2013",7
"canada, government relations, 1945",1
"dominican republic, graphic design, 2012",1
"ukraine, program development, 2012",2
"france, business supplies and equipment, 1936",2
"argentina, investment management, 2015",3
"peru, pharmaceuticals, 1999",2
"argentina, construction, 1984",4
"romania, gambling & casinos, 2013",2
"poland, design, 2017",11
"netherlands, online media, 2002",8
"china, sports, 2017",2
"singapore, semiconductors, 2015",3
"netherlands, wine and spirits, 2009",10
"austria, staffing and recruiting, 1992",1
"canada, apparel & fashion, 2018",17
"new zealand, food & beverages, 1987",3
"romania, luxury goods & jewelry, 2015",4
"croatia, leisure, travel & tourism, 2002",5
"nepal, biotechnology, 2017",1
"denmark, mental health care, 1972",1
"saudi arabia, logistics and supply chain, 2015",10
"france, performing arts, 2008",14
"czechia, insurance, 2001",1
"serbia, investment management, 1997",1
"japan, telecommunications, 2013",4
"netherlands, fund-raising, 2013",14
"germany, plastics, 2014",6
"malaysia, entertainment, 2006",2
"latvia, environmental services, 2015",2
"australia, music, 1981",1
"australia, non-profit organization management, 1983",9
"honduras, marketing and advertising, 2012",3
"brazil, transportation/trucking/railroad, 2009",20
"united kingdom, furniture, 2002",29
"chile, retail, 2002",2
"turkey, computer networking, 2011",1
"italy, recreational facilities and services, 2010",8
"australia, business supplies and equipment, 1981",2
"brazil, mining & metals, 1999",8
"new zealand, executive office, 2017",2
"canada, fund-raising, 1982",6
"greece, luxury goods & jewelry, 2013",5
"netherlands, logistics and supply chain, 1996",12
"cyprus, design, 1976",1
"latvia, internet, 2014",4
"france, education management, 2000",4
"spain, textiles, 2015",28
"india, paper & forest products, 1997",1
"united states, furniture, 1872",1
"ireland, leisure, travel & tourism, 2014",8
"france, leisure, travel & tourism, 1989",13
"australia, higher education, 2011",15
"mexico, medical devices, 2014",5
"spain, wine and spirits, 2005",7
"ukraine, marketing and advertising, 2003",8
"spain, textiles, 1992",6
"united states, plastics, 1929",3
"germany, furniture, 1999",3
"canada, restaurants, 1984",4
"argentina, veterinary, 2002",2
"morocco, automotive, 2000",2
"iran, venture capital & private equity, 2014",3
"greece, real estate, 2014",9
"australia, civil engineering, 2009",11
"canada, international trade and development, 2014",31
"italy, consumer services, 1989",2
"pakistan, logistics and supply chain, 2009",5
"canada, logistics and supply chain, 1984",7
"russia, computer software, 2003",8
"nigeria, human resources, 2015",7
"argentina, environmental services, 1994",4
"poland, banking, 2013",5
"india, newspapers, 1960",1
"brazil, music, 2008",13
"new zealand, hospitality, 2006",8
"argentina, consumer electronics, 1970",2
"belgium, electrical/electronic manufacturing, 1968",3
"thailand, accounting, 1996",1
"greece, events services, 1994",1
"switzerland, staffing and recruiting, 1963",1
"germany, sporting goods, 2016",9
"brazil, paper & forest products, 1998",3
"morocco, management consulting, 2002",1
"portugal, health, wellness and fitness, 2009",21
"brazil, primary/secondary education, 2015",15
"lithuania, entertainment, 2017",2
"ecuador, education management, 2016",4
"austria, chemicals, 2012",2
"australia, airlines/aviation, 2014",4
"malaysia, non-profit organization management, 1908",1
"finland, printing, 2008",1
"germany, translation and localization, 1992",5
"myanmar, accounting, 2015",2
"united states, warehousing, 2013",20
"netherlands, translation and localization, 1987",4
"south africa, design, 2009",26
"india, legal services, 1978",1
"croatia, electrical/electronic manufacturing, 1991",5
"denmark, international trade and development, 2005",4
"germany, environmental services, 1983",3
"italy, arts and crafts, 1996",3
"canada, management consulting, 1973",7
"united states, machinery, 1887",7
"poland, furniture, 1998",1
"denmark, automotive, 2017",5
"brazil, glass, ceramics & concrete, 1993",3
"colombia, consumer services, 2016",7
"united states, media production, 1973",7
"france, design, 1997",10
"colombia, e-learning, 2009",6
"united kingdom, packaging and containers, 1947",3
"canada, retail, 1911",2
"armenia, health, wellness and fitness, 2014",1
"poland, publishing, 2007",2
"jordan, education management, 2012",6
"cyprus, consumer electronics, 1994",1
"germany, media production, 1987",2
"singapore, airlines/aviation, 1985",1
"ireland, human resources, 2007",6
"hong kong, machinery, 2014",1
"dominican republic, information technology and services, 2003",5
"united states, leisure, travel & tourism, 1970",20
"germany, chemicals, 1986",4
"japan, furniture, 2015",1
"uruguay, hospitality, 1996",1
"germany, non-profit organization management, 2017",14
"netherlands, farming, 2017",7
"china, paper & forest products, 2013",4
"maldives, telecommunications, 2009",1
"poland, graphic design, 2014",16
"belgium, environmental services, 2001",5
"hong kong, transportation/trucking/railroad, 2013",2
"lithuania, printing, 1994",3
"new zealand, printing, 1966",1
"ireland, import and export, 2012",3
"spain, restaurants, 2009",13
"hungary, online media, 2015",4
"india, apparel & fashion, 1990",14
"austria, oil & energy, 2013",1
"spain, legal services, 1962",4
"philippines, civil engineering, 2016",1
"zimbabwe, transportation/trucking/railroad, 2012",3
"romania, outsourcing/offshoring, 2015",4
"france, computer hardware, 1996",6
"brazil, supermarkets, 1969",1
"peru, import and export, 2012",6
"netherlands, venture capital & private equity, 2010",9
"united kingdom, computer hardware, 1982",5
"germany, non-profit organization management, 2018",2
"south africa, accounting, 1990",2
"cyprus, computer software, 2008",7
"lebanon, luxury goods & jewelry, 2011",1
"germany, internet, 1953",1
"canada, financial services, 1966",3
"pakistan, retail, 1999",1
"egypt, civic & social organization, 2013",3
"romania, computer software, 2007",16
"ukraine, business supplies and equipment, 2015",1
"mexico, packaging and containers, 1998",6
"ukraine, retail, 2016",4
"angola, public safety, 1999",1
"finland, automotive, 2007",2
"france, public relations and communications, 1998",8
"spain, performing arts, 2010",10
"south africa, transportation/trucking/railroad, 2006",4
"belgium, architecture & planning, 1889",1
"slovakia, computer games, 2012",1
"netherlands, non-profit organization management, 1957",5
"india, security and investigations, 2017",6
"denmark, computer hardware, 2001",4
"new caledonia, human resources, 2001",1
"israel, architecture & planning, 2010",4
"united states, internet, 1978",4
"serbia, professional training & coaching, 2006",2
"mexico, arts and crafts, 2009",2
"belgium, electrical/electronic manufacturing, 1920",1
"vietnam, architecture & planning, 2011",5
"united arab emirates, consumer services, 2013",9
"lithuania, food & beverages, 1996",1
"venezuela, import and export, 2014",2
"germany, sporting goods, 2010",8
"italy, apparel & fashion, 1950",13
"china, hospital & health care, 1998",2
"spain, alternative medicine, 1997",1
"austria, construction, 1956",1
"italy, electrical/electronic manufacturing, 1995",10
"portugal, information services, 1993",2
"bosnia and herzegovina, accounting, 2013",1
"sweden, venture capital & private equity, 1994",3
"united states, farming, 1997",23
"morocco, broadcast media, 2013",3
"united kingdom, mental health care, 1997",8
"india, medical practice, 2013",3
"canada, education management, 1995",25
"hungary, sports, 2014",4
"czechia, real estate, 2001",3
"china, financial services, 2017",18
"india, wine and spirits, 2011",2
"saudi arabia, business supplies and equipment, 1964",1
"slovakia, information technology and services, 2015",27
"uruguay, transportation/trucking/railroad, 1940",1
"netherlands, investment management, 2011",8
"romania, farming, 1949",1
"canada, fine art, 1999",5
"algeria, leisure, travel & tourism, 2017",2
"sweden, professional training & coaching, 1999",6
"nepal, legal services, 2013",1
"united states, civil engineering, 1906",1
"poland, construction, 2014",14
"uzbekistan, information technology and services, 2009",4
"hong kong, arts and crafts, 2012",3
"belgium, computer software, 1982",3
"switzerland, hospitality, 1994",3
"cambodia, real estate, 1997",2
"argentina, building materials, 2010",2
"france, industrial automation, 2011",5
"brazil, consumer electronics, 1991",4
"israel, computer & network security, 2015",21
"hong kong, investment management, 1980",1
"peru, health, wellness and fitness, 2002",2
"mexico, non-profit organization management, 1975",3
"mexico, think tanks, 2013",5
"ireland, human resources, 2005",6
"finland, computer hardware, 2005",1
"denmark, animation, 1997",1
"argentina, staffing and recruiting, 2011",4
"norway, staffing and recruiting, 2002",7
"united arab emirates, sports, 2014",14
"italy, business supplies and equipment, 2007",8
"poland, sporting goods, 2015",4
"south africa, transportation/trucking/railroad, 1984",3
"paraguay, information technology and services, 2005",1
"portugal, import and export, 2001",3
"spain, computer hardware, 2006",10
"spain, medical devices, 2010",11
"netherlands, automotive, 1959",6
"estonia, banking, 1991",1
"united states, civic & social organization, 1941",9
"belgium, marketing and advertising, 1951",1
"netherlands, machinery, 1996",13
"ireland, publishing, 2015",7
"spain, outsourcing/offshoring, 1955",1
"france, translation and localization, 2011",13
"serbia, banking, 2007",3
"austria, architecture & planning, 2018",1
"italy, security and investigations, 1997",7
"netherlands, chemicals, 2015",12
"luxembourg, marketing and advertising, 2012",5
"croatia, financial services, 2006",2
"united states, restaurants, 1949",5
"turkey, machinery, 1980",19
"egypt, music, 2010",1
"brazil, printing, 2013",9
"turkey, mining & metals, 2004",8
"slovenia, apparel & fashion, 2010",1
"spain, import and export, 2008",6
"poland, industrial automation, 2009",7
"estonia, sporting goods, 2017",2
"spain, publishing, 2007",12
"brazil, computer games, 2015",19
"lithuania, textiles, 2014",1
"finland, internet, 2008",17
"spain, sports, 1922",2
"argentina, maritime, 2005",2
"nigeria, staffing and recruiting, 2014",3
"italy, accounting, 1977",3
"new zealand, printing, 2012",4
"mexico, design, 2012",41
"argentina, environmental services, 2000",4
"guatemala, information technology and services, 2010",6
"nigeria, computer networking, 2011",2
"portugal, health, wellness and fitness, 1926",1
"italy, construction, 1990",17
"iraq, education management, 2011",1
"united arab emirates, education management, 2017",10
"china, professional training & coaching, 2012",5
"colombia, international trade and development, 2005",4
"brazil, food & beverages, 1996",16
"mexico, non-profit organization management, 2010",8
"germany, security and investigations, 2013",5
"serbia, renewables & environment, 2002",1
"france, printing, 1994",12
"norway, financial services, 1975",2
"nepal, transportation/trucking/railroad, 2010",1
"french guiana, consumer goods, 2013",1
"france, computer games, 2007",13
"czechia, executive office, 2018",1
"poland, law practice, 2017",11
"cambodia, food & beverages, 2017",1
"cyprus, marketing and advertising, 2015",15
"united states, restaurants, 1897",1
"united arab emirates, leisure, travel & tourism, 2014",18
"ukraine, mining & metals, 2002",1
"ecuador, research, 2008",2
"india, package/freight delivery, 2010",3
"united arab emirates, leisure, travel & tourism, 2016",16
"denmark, construction, 2015",28
"belgium, banking, 2011",4
"france, staffing and recruiting, 1991",10
"singapore, fine art, 2012",2
"poland, chemicals, 1999",2
"germany, fine art, 2005",3
"chile, internet, 2016",12
"portugal, professional training & coaching, 1986",5
"peru, alternative medicine, 2007",1
"france, machinery, 1975",6
"ukraine, motion pictures and film, 2014",2
"france, medical devices, 2008",12
"switzerland, tobacco, 2005",1
"south africa, market research, 2012",2
"croatia, architecture & planning, 2005",1
"myanmar, investment management, 2017",1
"macedonia, real estate, 1989",1
"china, construction, 2012",4
"portugal, legal services, 2000",2
"united states, business supplies and equipment, 1961",10
"ireland, marketing and advertising, 2007",29
"austria, airlines/aviation, 2018",1
"canada, information technology and services, 1981",19
"hong kong, financial services, 2002",5
"greece, program development, 2006",1
"cyprus, printing, 2008",2
"iceland, electrical/electronic manufacturing, 1941",1
"slovakia, education management, 2000",3
"netherlands, executive office, 2014",7
"ghana, management consulting, 2001",2
"austria, marketing and advertising, 1973",2
"poland, renewables & environment, 2016",9
"morocco, information technology and services, 2011",21
"germany, printing, 2016",3
"united arab emirates, business supplies and equipment, 2015",5
"new zealand, wholesale, 1976",3
"united states, nanotechnology, 2017",19
"bulgaria, human resources, 2013",9
"mexico, professional training & coaching, 2015",31
"china, non-profit organization management, 2006",8
"uruguay, construction, 2016",4
"switzerland, mechanical or industrial engineering, 1980",1
"thailand, industrial automation, 2011",1
"uruguay, international trade and development, 2011",2
"united kingdom, computer software, 1968",2
"spain, information services, 1997",5
"thailand, luxury goods & jewelry, 2017",2
"russia, translation and localization, 1963",1
"canada, mining & metals, 1989",12
"rwanda, computer software, 2017",2
"australia, warehousing, 2013",2
"norway, computer networking, 2006",2
"malaysia, construction, 1993",5
"united kingdom, medical devices, 1951",2
"sweden, consumer services, 2008",6
"india, printing, 2016",9
"united kingdom, industrial automation, 1989",17
"italy, newspapers, 2009",5
"brazil, civil engineering, 1981",10
"canada, architecture & planning, 1995",16
"denmark, veterinary, 2014",1
"italy, packaging and containers, 2002",3
"chile, chemicals, 2017",1
"china, wholesale, 2004",6
"colombia, facilities services, 2000",3
"germany, food production, 1990",1
"venezuela, electrical/electronic manufacturing, 2004",2
"india, professional training & coaching, 2000",23
"united states, construction, 1916",28
"sweden, food & beverages, 1936",2
"germany, publishing, 1985",2
"united states, political organization, 1833",3
"dominican republic, events services, 2007",2
"tunisia, cosmetics, 2017",2
"iran, information technology and services, 1991",3
"thailand, automotive, 2017",1
"italy, computer networking, 2018",1
"brazil, philanthropy, 1987",4
"united arab emirates, luxury goods & jewelry, 1993",1
"pakistan, internet, 2016",22
"netherlands, food production, 1925",7
"france, hospital & health care, 2011",13
"nicaragua, computer software, 2016",1
"slovakia, legal services, 2013",4
"cameroon, computer & network security, 2013",2
"colombia, computer software, 2015",12
"haiti, internet, 2013",1
"mexico, hospital & health care, 1996",4
"guatemala, veterinary, 1995",1
"bulgaria, information services, 2004",1
"paraguay, human resources, 2017",3
"china, music, 2016",3
"united states, consumer goods, 1951",18
"china, sports, 1995",1
"india, professional training & coaching, 1999",11
"finland, information technology and services, 1995",25
"netherlands, wholesale, 1996",23
"belgium, consumer services, 1992",2
"norway, research, 2010",3
"nigeria, real estate, 1983",2
"sweden, e-learning, 2012",10
"philippines, renewables & environment, 2010",3
"canada, renewables & environment, 1975",1
"singapore, wholesale, 2010",2
"united states, public safety, 2002",29
"sweden, events services, 1999",12
"ireland, mechanical or industrial engineering, 1995",5
"france, restaurants, 2006",12
"denmark, industrial automation, 1998",5
"mexico, health, wellness and fitness, 2009",15
"egypt, pharmaceuticals, 2003",1
"singapore, food & beverages, 2014",22
"france, logistics and supply chain, 2012",13
"new zealand, telecommunications, 2008",11
"argentina, oil & energy, 2016",6
"poland, consumer goods, 2009",3
"nigeria, consumer goods, 2007",1
"madagascar, computer software, 2013",1
"russia, health, wellness and fitness, 1999",4
"france, civic & social organization, 1916",1
"belgium, motion pictures and film, 2005",3
"malaysia, professional training & coaching, 2015",10
"ireland, logistics and supply chain, 1984",1
"lithuania, architecture & planning, 1994",1
"brazil, think tanks, 2008",3
"macedonia, education management, 2013",1
"south africa, design, 2000",5
"spain, graphic design, 1982",1
"australia, wholesale, 2015",7
"panama, renewables & environment, 2017",2
"lithuania, telecommunications, 1998",4
"canada, civic & social organization, 1977",14
"denmark, textiles, 2003",3
"brazil, international trade and development, 1998",5
"netherlands, farming, 1985",4
"india, apparel & fashion, 2002",18
"germany, newspapers, 1946",2
"spain, retail, 2005",21
"spain, insurance, 1989",18
"finland, hospital & health care, 2017",9
"france, sporting goods, 2006",6
"dominican republic, health, wellness and fitness, 2010",3
"india, commercial real estate, 2013",7
"saudi arabia, media production, 2016",4
"russia, fishery, 2016",1
"kenya, international trade and development, 2014",3
"vietnam, entertainment, 2010",3
"canada, graphic design, 1976",3
"libya, telecommunications, 2015",2
"switzerland, accounting, 2015",10
"greece, consumer electronics, 2008",3
"iran, retail, 2017",6
"france, venture capital & private equity, 2007",11
"bosnia and herzegovina, retail, 2013",2
"italy, media production, 1957",1
"netherlands, international affairs, 2013",6
"papua new guinea, mining & metals, 2015",2
"canada, information technology and services, 1963",2
"colombia, public relations and communications, 2014",7
"turkey, food production, 1975",5
"brazil, wholesale, 1993",7
"china, semiconductors, 2008",16
"guadeloupe, health, wellness and fitness, 2011",1
"south africa, biotechnology, 2002",1
"france, primary/secondary education, 1843",1
"saudi arabia, arts and crafts, 2017",1
"norway, defense & space, 1825",1
"united kingdom, warehousing, 1998",2
"canada, medical devices, 1996",11
"ghana, non-profit organization management, 2017",9
"cambodia, real estate, 2015",9
"hungary, higher education, 2008",1
"serbia, non-profit organization management, 2013",1
"china, chemicals, 1991",8
"canada, cosmetics, 1979",3
"denmark, financial services, 2010",11
"netherlands, civic & social organization, 1974",2
"poland, furniture, 1987",2
"iran, electrical/electronic manufacturing, 2007",8
"united kingdom, writing and editing, 2007",13
"turkey, international trade and development, 1998",5
"denmark, entertainment, 2017",11
"italy, program development, 1998",3
"kazakhstan, leisure, travel & tourism, 2016",1
"slovenia, non-profit organization management, 2014",2
"south africa, civil engineering, 2010",4
"iran, logistics and supply chain, 2005",3
"france, environmental services, 2001",12
"lithuania, apparel & fashion, 2016",3
"mexico, mechanical or industrial engineering, 2015",20
"sweden, international affairs, 2016",4
"japan, consumer goods, 1952",1
"canada, apparel & fashion, 1981",7
"south africa, utilities, 2007",3
"france, airlines/aviation, 2009",8
"argentina, law practice, 2010",9
"united arab emirates, legislative office, 2014",1
"united states, tobacco, 1998",3
"chile, newspapers, 2007",1
"indonesia, education management, 2008",7
"united states, online media, 1976",1
"lithuania, non-profit organization management, 2011",2
"united states, entertainment, 1957",16
"netherlands, design, 1987",11
"turkey, business supplies and equipment, 1977",5
"india, animation, 2001",2
"japan, philanthropy, 2016",1
"cyprus, think tanks, 1999",1
"turkey, accounting, 2010",10
"spain, maritime, 1996",8
"norway, sports, 1967",2
"bulgaria, graphic design, 2010",3
"canada, financial services, 1941",3
"iraq, professional training & coaching, 2017",1
"egypt, market research, 2012",1
"norway, performing arts, 2015",2
"cameroon, hospitality, 1951",1
"france, legal services, 2009",16
"new zealand, construction, 2000",15
"croatia, oil & energy, 1991",3
"jordan, non-profit organization management, 2008",3
"singapore, entertainment, 2012",11
"canada, non-profit organization management, 1935",5
"united kingdom, farming, 1985",2
"italy, printing, 2009",11
"canada, civil engineering, 1980",5
"greece, security and investigations, 2014",4
"georgia, import and export, 2010",1
"india, business supplies and equipment, 1981",4
"greece, fund-raising, 2013",1
"egypt, automotive, 2008",3
"luxembourg, computer & network security, 2017",3
"canada, automotive, 1944",2
"belarus, human resources, 2010",1
"denmark, internet, 2011",49
"malaysia, e-learning, 2011",5
"france, non-profit organization management, 2011",8
"hong kong, insurance, 2002",1
"peru, food & beverages, 2009",8
"brazil, food & beverages, 1883",1
"thailand, investment management, 2003",1
"italy, security and investigations, 2005",9
"united kingdom, computer hardware, 1994",13
"united states, higher education, 1939",21
"united states, education management, 1896",6
"morocco, higher education, 1959",2
"canada, alternative medicine, 2011",8
"palestine, banking, 1997",1
"colombia, sports, 1919",1
"france, broadcast media, 1994",3
"czechia, management consulting, 1995",3
"brazil, mental health care, 1984",1
"germany, publishing, 2005",4
"canada, financial services, 1899",2
"colombia, financial services, 2002",7
"venezuela, chemicals, 1971",1
"spain, cosmetics, 2015",28
"luxembourg, information technology and services, 1996",4
"venezuela, pharmaceuticals, 1955",1
"united states, government administration, 1934",18
"poland, internet, 1997",8
"nigeria, dairy, 1973",1
"ghana, research, 1961",1
"australia, utilities, 1856",1
"singapore, arts and crafts, 2017",4
"portugal, industrial automation, 1990",4
"south africa, logistics and supply chain, 1969",1
"united states, law practice, 1878",7
"united states, consumer goods, 1923",13
"switzerland, higher education, 1898",1
"israel, food & beverages, 2017",2
"philippines, mining & metals, 2003",1
"canada, international affairs, 1909",1
"mexico, individual & family services, 2011",10
"united states, defense & space, 1929",3
"cameroon, security and investigations, 1998",1
"netherlands, civil engineering, 1946",6
"seychelles, maritime, 2016",1
"iceland, airlines/aviation, 1937",1
"morocco, outsourcing/offshoring, 2000",3
"pakistan, retail, 1985",1
"united kingdom, religious institutions, 1998",1
"russia, chemicals, 2009",2
"spain, arts and crafts, 2017",3
"russia, telecommunications, 2005",11
"mexico, broadcast media, 1945",1
"united states, utilities, 1910",4
"spain, retail, 1990",14
"peru, food & beverages, 2005",3
"portugal, broadcast media, 1992",2
"el salvador, retail, 2000",1
"united states, mining & metals, 1998",19
"greece, accounting, 2008",3
"italy, utilities, 2017",4
"mexico, apparel & fashion, 2007",7
"uruguay, information technology and services, 1999",9
"slovakia, computer software, 2011",7
"canada, facilities services, 1959",1
"netherlands, insurance, 2007",12
"united kingdom, professional training & coaching, 1932",2
"denmark, financial services, 1880",1
"france, media production, 1986",6
"united states, mechanical or industrial engineering, 1857",1
"belgium, government administration, 2015",3
"united states, banking, 1848",3
"italy, medical practice, 1983",6
"canada, professional training & coaching, 2011",77
"united states, capital markets, 1994",4
"denmark, textiles, 1991",4
"united states, individual & family services, 1889",7
"peru, logistics and supply chain, 1987",1
"denmark, design, 1987",3
"turkey, hospitality, 1967",2
"india, banking, 2017",9
"estonia, human resources, 2003",1
"mauritius, design, 2011",2
"netherlands, fund-raising, 2002",4
"russia, financial services, 1994",5
"switzerland, leisure, travel & tourism, 1885",1
"switzerland, construction, 1960",1
"netherlands, apparel & fashion, 1931",1
"russia, apparel & fashion, 1980",1
"czechia, non-profit organization management, 1997",1
"south africa, financial services, 1999",29
"australia, civil engineering, 1986",3
"belgium, mining & metals, 1967",2
"switzerland, writing and editing, 2016",2
"canada, packaging and containers, 1962",2
"australia, publishing, 2003",5
"netherlands, wholesale, 2001",14
"sweden, consumer electronics, 2017",3
"tunisia, information technology and services, 1993",3
"indonesia, marketing and advertising, 1993",3
"netherlands, non-profit organization management, 1992",18
"south africa, financial services, 1958",3
"hong kong, sports, 1892",1
"france, real estate, 1944",2
"brazil, consumer electronics, 2013",25
"slovakia, renewables & environment, 2015",1
"united states, professional training & coaching, 1960",3
"united states, sporting goods, 1982",23
"turkey, information technology and services, 2001",48
"germany, media production, 2008",31
"greece, performing arts, 2007",1
"france, design, 1972",4
"vietnam, transportation/trucking/railroad, 2015",3
"germany, electrical/electronic manufacturing, 1925",2
"united kingdom, non-profit organization management, 1925",7
"italy, apparel & fashion, 1939",2
"peru, consumer services, 1969",1
"morocco, transportation/trucking/railroad, 2014",3
"netherlands, automotive, 1923",5
"italy, sports, 2009",25
"united kingdom, defense & space, 2002",6
"pakistan, computer software, 1993",1
"greece, telecommunications, 2008",8
"costa rica, plastics, 1961",1
"singapore, e-learning, 2007",3
"portugal, computer & network security, 2005",1
"romania, market research, 2000",1
"united states, media production, 1845",1
"canada, international affairs, 1999",3
"india, staffing and recruiting, 1998",10
"italy, human resources, 1988",7
"philippines, food & beverages, 1993",1
"netherlands, mechanical or industrial engineering, 2002",16
"germany, chemicals, 1985",6
"germany, writing and editing, 2002",4
"india, defense & space, 2002",3
"germany, machinery, 1920",7
"saudi arabia, food & beverages, 1976",5
"norway, maritime, 1927",2
"united states, insurance, 1899",16
"germany, semiconductors, 1949",1
"germany, textiles, 1908",1
"india, wholesale, 2012",5
"netherlands, non-profit organization management, 1949",7
"united states, museums and institutions, 1913",7
"south africa, non-profit organization management, 1943",1
"australia, civil engineering, 1940",1
"france, research, 1830",1
"malaysia, semiconductors, 1972",1
"namibia, food & beverages, 1920",1
"united states, legislative office, 1905",1
"united states, newspapers, 1974",10
"brazil, transportation/trucking/railroad, 2004",13
"united kingdom, education management, 1961",8
"kenya, research, 2012",5
"united states, higher education, 1866",19
"netherlands, biotechnology, 1993",4
"belgium, medical devices, 2007",5
"india, education management, 1988",15
"united kingdom, construction, 1931",5
"sweden, building materials, 1926",2
"italy, food & beverages, 1927",1
"turkey, apparel & fashion, 2012",15
"botswana, photography, 2008",1
"switzerland, retail, 1911",2
"canada, government administration, 1967",9
"united states, machinery, 1865",1
"netherlands, civil engineering, 1948",1
"armenia, outsourcing/offshoring, 2009",1
"united arab emirates, biotechnology, 2009",1
"chile, real estate, 1983",2
"lebanon, media production, 2010",4
"dominican republic, financial services, 1964",1
"china, wine and spirits, 1997",1
"south africa, recreational facilities and services, 2004",1
"china, education management, 1912",2
"mexico, pharmaceuticals, 1941",3
"canada, renewables & environment, 1995",7
"malaysia, non-profit organization management, 1947",1
"united states, electrical/electronic manufacturing, 1872",1
"iran, apparel & fashion, 2012",2
"canada, political organization, 2006",1
"united states, arts and crafts, 1938",1
"united arab emirates, consumer goods, 1961",1
"united states, consumer goods, 1905",14
"georgia, management consulting, 2016",4
"somalia, higher education, 2005",1
"australia, apparel & fashion, 2001",7
"brazil, oil & energy, 1962",2
"sweden, environmental services, 1919",1
"netherlands, non-profit organization management, 1970",7
"taiwan, electrical/electronic manufacturing, 2011",5
"germany, hospital & health care, 1978",2
"greece, management consulting, 2000",9
"germany, automotive, 1961",4
"indonesia, higher education, 2012",3
"italy, logistics and supply chain, 1961",1
"ireland, events services, 2009",6
"pakistan, venture capital & private equity, 2017",1
"singapore, insurance, 2007",1
"argentina, information technology and services, 1913",1
"brazil, facilities services, 1996",29
"vietnam, banking, 1992",3
"latvia, public relations and communications, 1995",2
"united kingdom, architecture & planning, 1879",1
"canada, real estate, 2004",65
"malaysia, professional training & coaching, 1977",1
"south africa, logistics and supply chain, 1910",1
"china, medical devices, 1994",7
"pakistan, real estate, 2003",2
"china, media production, 2008",7
"canada, wine and spirits, 2013",15
"india, capital markets, 1993",3
"germany, wholesale, 1806",1
"united states, government administration, 2000",31
"spain, program development, 1985",6
"united kingdom, mechanical or industrial engineering, 1943",2
"nigeria, civil engineering, 1998",1
"united states, higher education, 1957",35
"ireland, pharmaceuticals, 2007",2
"norway, insurance, 2001",3
"israel, computer software, 1997",11
"greece, pharmaceuticals, 2007",3
"denmark, government relations, 1967",1
"united states, construction, 1860",4
"pakistan, consumer electronics, 2001",4
"turkey, mechanical or industrial engineering, 1972",4
"macedonia, outsourcing/offshoring, 2015",1
"indonesia, computer software, 2016",25
"norway, staffing and recruiting, 2017",15
"france, retail, 2003",17
"turkey, architecture & planning, 1988",5
"greece, education management, 1993",3
"india, design, 2017",80
"mexico, chemicals, 2006",4
"argentina, insurance, 2010",12
"netherlands, public relations and communications, 1986",3
"sweden, management consulting, 1987",7
"united states, logistics and supply chain, 1908",2
"france, government administration, 2015",12
"united states, consumer goods, 1940",9
"spain, entertainment, 1994",3
"spain, health, wellness and fitness, 1963",2
"sweden, legal services, 2006",4
