countryindyear,count
"zimbabwe, government relations, 2017",1
"malaysia, information technology and services, 1995",10
"united states, higher education, 1982",46
"spain, pharmaceuticals, 1959",4
"taiwan, computer networking, 1989",2
"norway, renewables & environment, 2007",6
"france, airlines/aviation, 1946",1
"united states, higher education, 1915",16
"united kingdom, individual & family services, 2005",11
"canada, events services, 1995",15
"australia, electrical/electronic manufacturing, 1972",7
"japan, food & beverages, 2014",4
"brazil, information services, 1931",1
"sweden, aviation & aerospace, 1947",1
"netherlands, government administration, 1999",5
"canada, civic & social organization, 2004",14
"serbia, oil & energy, 2005",2
"mexico, industrial automation, 1973",1
"germany, consumer goods, 1920",1
"united states, paper & forest products, 1908",1
"canada, music, 2000",19
"brazil, higher education, 1969",8
"russia, banking, 1990",9
"hungary, telecommunications, 1992",4
"italy, furniture, 1944",2
"belgium, hospital & health care, 1985",5
"united kingdom, market research, 1983",4
"netherlands, civic & social organization, 1900",2
"canada, construction, 1950",9
"netherlands, banking, 1905",2
"fiji, human resources, 1978",1
"netherlands, financial services, 1938",3
"united states, government administration, 1969",28
"czechia, information technology and services, 1992",44
"switzerland, airlines/aviation, 2008",6
"united states, libraries, 1966",10
"united states, renewables & environment, 1929",1
"netherlands, plastics, 1929",1
"indonesia, leisure, travel & tourism, 1965",2
"algeria, oil & energy, 1997",1
"united kingdom, law practice, 1955",3
"united states, higher education, 1884",17
"new zealand, oil & energy, 1961",1
"france, human resources, 1993",9
"canada, business supplies and equipment, 2004",12
"sweden, insurance, 1997",3
"united states, marketing and advertising, 1923",14
"united states, individual & family services, 1890",8
"united states, telecommunications, 1965",17
"poland, public relations and communications, 1985",1
"united states, health, wellness and fitness, 1858",4
"kazakhstan, legal services, 1992",2
"australia, retail, 1913",1
"india, construction, 1947",2
"united kingdom, environmental services, 1973",5
"brazil, human resources, 2001",27
"brazil, industrial automation, 1982",7
"united states, banking, 1953",53
"egypt, chemicals, 1989",3
"thailand, education management, 2003",2
"colombia, management consulting, 1993",5
"lebanon, information technology and services, 1991",2
"mexico, automotive, 1978",7
"france, apparel & fashion, 1972",4
"united states, primary/secondary education, 1850",4
"india, financial services, 1986",8
"japan, health, wellness and fitness, 1971",1
"france, oil & energy, 1957",2
"australia, civil engineering, 2008",15
"denmark, fine art, 2000",1
"switzerland, international trade and development, 1964",2
"switzerland, logistics and supply chain, 2001",4
"bermuda, law practice, 1890",1
"united states, wholesale, 1961",31
"united states, education management, 1920",40
"united states, hospital & health care, 1869",8
"thailand, oil & energy, 2011",3
"ukraine, internet, 1992",1
"united states, higher education, 1879",9
"united states, broadcast media, 1968",19
"united states, banking, 1917",19
"singapore, hospitality, 1994",3
"nigeria, broadcast media, 1993",1
"brazil, internet, 1991",2
"côte d’ivoire, government administration, 2012",1
"united kingdom, leisure, travel & tourism, 1975",14
"india, legal services, 1828",1
"austria, food production, 1964",1
"slovenia, banking, 1991",5
"india, telecommunications, 1997",8
"brazil, civil engineering, 1941",1
"italy, textiles, 1992",6
"united states, chemicals, 1989",48
"denmark, biotechnology, 1995",3
"united states, civil engineering, 1911",4
"australia, leisure, travel & tourism, 1986",7
"india, alternative medicine, 1992",1
"france, museums and institutions, 1882",2
"romania, automotive, 2006",13
"portugal, hospital & health care, 1999",3
"jordan, computer software, 1989",1
"united kingdom, leisure, travel & tourism, 1978",15
"saudi arabia, computer software, 2010",3
"switzerland, non-profit organization management, 1955",2
"united kingdom, non-profit organization management, 1918",4
"united states, religious institutions, 1916",14
"canada, entertainment, 1879",1
"malaysia, animation, 2002",2
"united states, financial services, 1950",30
"pakistan, hospital & health care, 1973",2
"singapore, outsourcing/offshoring, 2005",2
"united states, consumer goods, 1949",27
"sweden, legal services, 1994",3
"brazil, real estate, 1974",6
"united states, education management, 1866",8
"united states, commercial real estate, 1957",6
"united states, staffing and recruiting, 1945",5
"united states, information services, 1972",8
"brazil, higher education, 2003",26
"morocco, information services, 2011",1
"united kingdom, staffing and recruiting, 1978",20
"canada, marketing and advertising, 1904",3
"france, construction, 1951",3
"azerbaijan, primary/secondary education, 1996",1
"united kingdom, publishing, 1972",8
"poland, commercial real estate, 1997",1
"united kingdom, civic & social organization, 1969",2
"south africa, government relations, 1998",1
"australia, non-profit organization management, 1839",1
"germany, consumer electronics, 1923",3
"canada, accounting, 1946",5
"hong kong, real estate, 1889",1
"brazil, information technology and services, 1967",2
"united states, newspapers, 1876",6
"denmark, management consulting, 2001",24
"ukraine, farming, 1992",3
"united states, apparel & fashion, 1961",8
"brazil, health, wellness and fitness, 1977",6
"sweden, information services, 1989",2
"united states, financial services, 1857",3
"norway, information technology and services, 1982",3
"sweden, non-profit organization management, 1997",6
"brazil, aviation & aerospace, 1992",5
"canada, mechanical or industrial engineering, 1976",8
"finland, mining & metals, 1985",2
"australia, government administration, 1897",3
"ecuador, banking, 1961",1
"greece, military, 1828",2
"colombia, architecture & planning, 1997",4
"pakistan, telecommunications, 2013",6
"netherlands, maritime, 1963",4
"united arab emirates, insurance, 2006",10
"spain, environmental services, 1867",2
"united states, leisure, travel & tourism, 1901",3
"united kingdom, restaurants, 1994",4
"india, education management, 1985",13
"india, computer & network security, 1974",1
"united kingdom, logistics and supply chain, 1815",1
"sweden, pharmaceuticals, 1891",1
"belgium, automotive, 1938",3
"switzerland, civic & social organization, 1954",1
"czechia, pharmaceuticals, 2004",5
"france, computer games, 2002",6
"denmark, primary/secondary education, 1991",1
"india, outsourcing/offshoring, 1984",3
"united states, individual & family services, 1950",16
"united states, supermarkets, 1969",4
"united states, computer hardware, 1978",8
"spain, outsourcing/offshoring, 1995",6
"finland, internet, 2011",27
"united states, aviation & aerospace, 1960",10
"france, ranching, 1991",1
"australia, construction, 2006",84
"france, civic & social organization, 1946",10
"belgium, civic & social organization, 1930",1
"brazil, automotive, 2002",13
"spain, human resources, 2000",21
"united states, banking, 1989",33
"united kingdom, public relations and communications, 1985",7
"guatemala, real estate, 2002",2
"australia, international trade and development, 1961",2
"norway, construction, 1976",4
"estonia, research, 1951",1
"philippines, insurance, 1963",1
"chile, machinery, 1994",2
"poland, information technology and services, 1998",27
"spain, non-profit organization management, 1976",7
"indonesia, pharmaceuticals, 1998",1
"spain, food production, 1890",1
"singapore, computer & network security, 1999",2
"united states, hospitality, 1978",48
"india, electrical/electronic manufacturing, 1985",19
"trinidad and tobago, information technology and services, 1956",1
"netherlands, international trade and development, 2001",9
"germany, management consulting, 1980",5
"ukraine, wholesale, 1993",2
"italy, financial services, 1967",2
"chile, wireless, 2006",1
"italy, shipbuilding, 2007",3
"brazil, computer software, 1986",31
"sweden, construction, 1924",1
"singapore, investment management, 2013",9
"spain, human resources, 1992",11
"canada, media production, 1989",11
"spain, financial services, 1987",11
"australia, education management, 1989",10
"lebanon, marketing and advertising, 1995",2
"mexico, wholesale, 1918",1
"brazil, chemicals, 1985",11
"united states, wholesale, 1936",16
"australia, human resources, 1985",7
"lithuania, education management, 1993",3
"ireland, staffing and recruiting, 2006",14
"colombia, wholesale, 1985",1
"norway, commercial real estate, 1971",1
"kenya, accounting, 1999",2
"united arab emirates, computer software, 2001",5
"united states, food production, 1980",33
"united states, mechanical or industrial engineering, 1902",11
"mauritius, leisure, travel & tourism, 2003",1
"netherlands, construction, 1982",21
"jamaica, telecommunications, 2007",1
"canada, aviation & aerospace, 1978",3
"costa rica, consumer services, 2011",2
"netherlands, printing, 1977",5
"canada, machinery, 1995",21
"united states, religious institutions, 1967",39
"mexico, food & beverages, 1923",2
"brazil, consumer goods, 1976",5
"united states, education management, 1935",14
"ukraine, staffing and recruiting, 2013",3
"australia, food & beverages, 1992",5
"ireland, education management, 1832",1
"haiti, non-profit organization management, 1999",1
"united states, plastics, 1975",32
"south africa, construction, 1973",1
"italy, consumer electronics, 1992",2
"cambodia, international trade and development, 2003",1
"malaysia, environmental services, 1996",1
"united arab emirates, health, wellness and fitness, 2011",20
"india, food & beverages, 1960",3
"united kingdom, mechanical or industrial engineering, 1960",13
"brazil, primary/secondary education, 1969",7
"germany, professional training & coaching, 2003",13
"portugal, environmental services, 1982",3
"colombia, accounting, 1991",1
"croatia, machinery, 1990",1
"united states, recreational facilities and services, 1890",4
"united states, construction, 1888",14
"lebanon, wholesale, 1980",1
"united states, fund-raising, 1983",24
"united kingdom, packaging and containers, 1979",10
"australia, apparel & fashion, 1913",1
"united arab emirates, electrical/electronic manufacturing, 1987",2
"portugal, computer software, 1995",6
"turkey, textiles, 1993",18
"australia, staffing and recruiting, 1994",17
"netherlands, legal services, 1939",1
"india, professional training & coaching, 2001",4
"brazil, health, wellness and fitness, 1994",24
"brazil, international trade and development, 1971",2
"moldova, outsourcing/offshoring, 2007",1
"mexico, legal services, 1995",8
"mexico, computer & network security, 1998",2
"united kingdom, logistics and supply chain, 1998",22
"united kingdom, museums and institutions, 1998",7
"ireland, hospital & health care, 2005",5
"singapore, computer software, 2008",9
"canada, medical practice, 2018",6
"turkey, facilities services, 1992",4
"netherlands, wholesale, 2003",25
"united states, cosmetics, 1977",9
"nigeria, internet, 2011",11
"united states, banking, 1880",8
"united states, primary/secondary education, 1915",11
"italy, logistics and supply chain, 1959",4
"united kingdom, translation and localization, 2002",9
"ireland, hospitality, 1998",18
"denmark, electrical/electronic manufacturing, 1976",6
"united states, publishing, 1949",11
"united kingdom, sports, 1886",8
"united states, printing, 1936",8
"canada, industrial automation, 2002",19
"united states, legal services, 1912",4
"brazil, higher education, 1965",9
"germany, automotive, 1994",19
"czechia, civic & social organization, 1977",3
"united kingdom, real estate, 1948",6
"italy, computer software, 1985",17
"canada, architecture & planning, 1962",3
"czechia, civic & social organization, 1991",2
"spain, renewables & environment, 1963",1
"nigeria, food & beverages, 2007",1
"chile, marketing and advertising, 1997",3
"italy, information technology and services, 1983",45
"uganda, hospitality, 1996",1
"canada, libraries, 1936",2
"kuwait, food & beverages, 2006",3
"united states, facilities services, 1922",3
"australia, human resources, 1989",10
"palestine, insurance, 1994",2
"united kingdom, music, 1946",1
"india, research, 2005",15
"united states, legal services, 1895",4
"netherlands, real estate, 1994",21
"united states, banking, 1909",19
"canada, insurance, 1927",9
"united kingdom, non-profit organization management, 1835",2
"czechia, computer games, 2011",6
"united states, financial services, 1940",20
"germany, staffing and recruiting, 1994",12
"czechia, information technology and services, 2000",36
"italy, medical devices, 2005",8
"france, non-profit organization management, 1919",1
"united states, financial services, 1851",9
"pakistan, food production, 1984",3
"spain, professional training & coaching, 1969",2
"bahrain, non-profit organization management, 2006",3
"spain, chemicals, 1963",4
"france, hospitality, 1990",7
"united kingdom, legal services, 1994",20
"colombia, non-profit organization management, 2006",3
"poland, education management, 2007",12
"czechia, non-profit organization management, 1991",6
"new zealand, program development, 1998",1
"australia, civil engineering, 1993",9
"france, telecommunications, 2000",27
"germany, management consulting, 1974",2
"united states, aviation & aerospace, 1982",41
"india, automotive, 1997",20
"australia, sports, 1928",3
"switzerland, newspapers, 1953",1
"united kingdom, food production, 1982",8
"finland, real estate, 1991",4
"united kingdom, political organization, 1890",1
"italy, food & beverages, 1919",4
"germany, electrical/electronic manufacturing, 1857",1
"moldova, food production, 2001",1
"brazil, non-profit organization management, 2004",19
"united states, civic & social organization, 1849",1
"hungary, information technology and services, 2005",35
"hong kong, insurance, 1980",2
"united kingdom, law practice, 1999",17
"saint lucia, hospitality, 2005",1
"chile, education management, 1990",4
"south africa, staffing and recruiting, 1975",3
"brazil, non-profit organization management, 1982",4
"nigeria, oil & energy, 1998",10
"united states, civil engineering, 1962",21
"pakistan, business supplies and equipment, 1892",1
"south africa, internet, 2012",29
"peru, telecommunications, 2014",10
"mexico, mechanical or industrial engineering, 1944",1
"mexico, health, wellness and fitness, 1974",1
"china, entertainment, 2014",14
"mexico, outsourcing/offshoring, 2001",5
"france, consumer goods, 1946",2
"united states, renewables & environment, 1975",16
"belgium, chemicals, 2012",5
"australia, oil & energy, 2005",16
"lebanon, printing, 1973",2
"netherlands, industrial automation, 1999",17
"united kingdom, non-profit organization management, 1959",7
"germany, mining & metals, 1930",1
"united arab emirates, logistics and supply chain, 2015",8
"italy, mechanical or industrial engineering, 1922",2
"spain, gambling & casinos, 1983",1
"turkey, translation and localization, 2005",10
"argentina, health, wellness and fitness, 2010",16
"hong kong, insurance, 2015",2
"portugal, human resources, 1994",3
"nigeria, education management, 2008",7
"australia, mechanical or industrial engineering, 1936",1
"czechia, machinery, 1954",1
"italy, machinery, 2001",19
"canada, newspapers, 1885",1
"switzerland, mining & metals, 1891",1
"spain, furniture, 2005",12
"united states, retail, 1929",14
"switzerland, hospitality, 1875",4
"united states, sporting goods, 1983",26
"india, civic & social organization, 1999",2
"sweden, security and investigations, 1988",6
"australia, information technology and services, 1984",20
"india, consumer goods, 1998",6
"netherlands, alternative dispute resolution, 2007",4
"belgium, non-profit organization management, 1988",5
"south africa, consumer services, 2001",3
"switzerland, higher education, 1963",1
"sweden, broadcast media, 2013",8
"united kingdom, hospital & health care, 1985",30
"new zealand, sports, 1980",1
"united kingdom, hospitality, 1903",1
"netherlands, accounting, 1975",3
"ukraine, consumer electronics, 2013",2
"turkey, machinery, 1962",4
"spain, legal services, 1968",4
"russia, oil & energy, 2010",4
"mexico, electrical/electronic manufacturing, 1968",2
"united arab emirates, automotive, 2001",7
"denmark, design, 1976",1
"australia, real estate, 1992",15
"switzerland, restaurants, 1990",1
"south africa, telecommunications, 2015",11
"brazil, telecommunications, 1992",14
"sweden, mechanical or industrial engineering, 1925",1
"denmark, philanthropy, 1995",1
"palestine, civic & social organization, 1979",1
"spain, management consulting, 1997",41
"malaysia, financial services, 1998",1
"united arab emirates, computer games, 2011",2
"germany, professional training & coaching, 2015",39
"ireland, education management, 1999",8
"russia, education management, 2002",3
"united states, consumer goods, 1900",7
"mozambique, information technology and services, 2009",6
"united states, wholesale, 1910",15
"brazil, environmental services, 1991",16
"germany, consumer goods, 1877",1
"chile, internet, 1987",1
"switzerland, sports, 1890",1
"spain, chemicals, 1968",4
"uganda, consumer services, 2010",1
"brazil, financial services, 1994",13
"hungary, information technology and services, 1995",17
"netherlands, government relations, 1960",1
"netherlands, mechanical or industrial engineering, 1928",6
"france, higher education, 2001",10
"netherlands, retail, 1984",9
"belgium, financial services, 2000",7
"united kingdom, plastics, 1936",1
"germany, mining & metals, 1996",2
"brazil, financial services, 1983",11
"united states, printing, 1901",3
"australia, civil engineering, 1953",1
"united kingdom, aviation & aerospace, 2006",17
"thailand, staffing and recruiting, 1997",1
"hungary, international affairs, 1927",1
"denmark, sports, 1952",1
"united states, primary/secondary education, 1918",7
"portugal, legal services, 2012",3
"belgium, professional training & coaching, 1994",7
"france, public relations and communications, 1986",7
"egypt, computer software, 2006",9
"sweden, biotechnology, 2007",7
"united kingdom, financial services, 1935",2
"united states, mining & metals, 1964",10
"australia, transportation/trucking/railroad, 1829",1
"russia, wholesale, 1991",4
"canada, environmental services, 1986",13
"canada, accounting, 1969",6
"united states, education management, 1871",6
"israel, computer games, 2008",3
"south africa, accounting, 1928",1
"norway, food production, 2010",3
"saudi arabia, design, 1976",1
"netherlands, architecture & planning, 1965",5
"france, international trade and development, 2007",10
"singapore, telecommunications, 2000",7
"united states, legal services, 1918",1
"netherlands, law practice, 1898",2
"luxembourg, financial services, 1990",2
"latvia, marketing and advertising, 2009",11
"saudi arabia, design, 1998",1
"australia, construction, 1990",52
"netherlands, glass, ceramics & concrete, 1950",3
"norway, wireless, 2009",2
"norway, maritime, 1884",2
"germany, research, 1996",7
"switzerland, luxury goods & jewelry, 1965",1
"netherlands, financial services, 1996",34
"spain, individual & family services, 1998",6
"sweden, building materials, 1944",4
"canada, wholesale, 1996",13
"singapore, retail, 2012",8
"united arab emirates, business supplies and equipment, 1998",4
"canada, international trade and development, 2017",20
"greece, medical devices, 1946",1
"united states, investment management, 1968",5
"indonesia, information services, 2004",1
"india, glass, ceramics & concrete, 1994",3
"brazil, legal services, 1970",4
"philippines, design, 2002",2
"poland, computer networking, 2010",4
"australia, architecture & planning, 2008",29
"netherlands, motion pictures and film, 1981",4
"united states, chemicals, 1982",28
"united states, hospital & health care, 1922",27
"united kingdom, civic & social organization, 2011",46
"united kingdom, primary/secondary education, 1991",2
"kenya, international trade and development, 2012",4
"iran, food production, 1975",1
"united states, building materials, 1915",7
"united states, financial services, 1922",6
"brazil, furniture, 1989",8
"serbia, electrical/electronic manufacturing, 2008",2
"united states, package/freight delivery, 1991",7
"germany, airlines/aviation, 2001",3
"sweden, design, 1998",5
"united kingdom, restaurants, 1991",7
"chile, food production, 1985",1
"united states, recreational facilities and services, 1924",9
"bangladesh, capital markets, 2007",2
"united kingdom, civil engineering, 1952",2
"denmark, museums and institutions, 1909",1
"serbia, mining & metals, 1950",1
"new zealand, commercial real estate, 1999",1
"canada, construction, 1955",22
"united kingdom, entertainment, 1994",16
"netherlands, translation and localization, 1983",1
"india, research, 1998",6
"brazil, apparel & fashion, 2002",11
"sri lanka, internet, 2014",9
"lithuania, telecommunications, 2001",2
"united arab emirates, maritime, 2003",5
"poland, telecommunications, 2003",8
"croatia, food & beverages, 1892",2
"colombia, non-profit organization management, 1987",1
"netherlands, health, wellness and fitness, 1979",5
"czechia, environmental services, 1993",1
"croatia, sports, 1961",1
"italy, apparel & fashion, 1994",19
"united states, public policy, 1982",12
"nepal, information technology and services, 2000",4
"sweden, veterinary, 2007",1
"maldives, accounting, 2008",2
"hong kong, financial services, 2006",12
"latvia, accounting, 1994",1
"canada, photography, 1979",4
"venezuela, computer software, 2013",5
"united states, computer networking, 1981",9
"canada, publishing, 1999",15
"germany, retail, 2005",17
"chile, construction, 1993",7
"turkey, textiles, 1975",3
"united kingdom, information services, 2000",17
"argentina, machinery, 1976",1
"norway, banking, 1877",1
"australia, newspapers, 1999",1
"united states, civil engineering, 1967",23
"italy, human resources, 2015",37
"poland, computer hardware, 2013",4
"united states, telecommunications, 1902",8
"canada, glass, ceramics & concrete, 1971",1
"india, management consulting, 1979",5
"fiji, education management, 2010",1
"united arab emirates, investment management, 2005",6
"belgium, banking, 1994",2
"united states, public safety, 1908",4
"norway, law practice, 1862",1
"netherlands, music, 1998",7
"india, real estate, 1964",2
"canada, facilities services, 1956",4
"united states, wholesale, 1848",1
"south africa, electrical/electronic manufacturing, 1999",11
"united states, banking, 1948",26
"austria, research, 2011",2
"turkey, oil & energy, 1980",1
"australia, market research, 2006",5
"finland, electrical/electronic manufacturing, 1950",2
"brazil, primary/secondary education, 1943",3
"netherlands, libraries, 1908",1
"norway, performing arts, 1948",1
"australia, chemicals, 1952",2
"united states, business supplies and equipment, 1972",36
"italy, financial services, 1979",5
"united states, chemicals, 1990",53
"portugal, information technology and services, 1987",9
"united states, utilities, 2014",93
"netherlands, management consulting, 1984",17
"china, consumer goods, 1994",6
"denmark, wholesale, 1963",7
"france, transportation/trucking/railroad, 1957",5
"egypt, marketing and advertising, 1994",5
"united states, medical devices, 1935",6
"brazil, legal services, 1909",2
"china, financial services, 1999",7
"united kingdom, leisure, travel & tourism, 1998",37
"sweden, law practice, 1953",1
"brazil, food & beverages, 1997",16
"germany, medical devices, 1995",7
"india, luxury goods & jewelry, 2012",24
"portugal, civil engineering, 1980",5
"united states, electrical/electronic manufacturing, 1919",14
"united states, textiles, 1972",9
"united states, government administration, 1848",11
"australia, education management, 1886",7
"united states, oil & energy, 1872",5
"turkey, automotive, 2004",17
"luxembourg, law practice, 2010",9
"russia, human resources, 2006",5
"united states, hospitality, 1923",24
"united kingdom, construction, 1925",12
"nigeria, hospitality, 1990",2
"united kingdom, online media, 2006",28
"united states, defense & space, 1983",25
"philippines, human resources, 1990",2
"canada, food production, 1967",4
"italy, research, 1970",1
"italy, leisure, travel & tourism, 1982",13
"netherlands, pharmaceuticals, 1964",1
"united states, facilities services, 1906",5
"denmark, hospital & health care, 1993",2
"spain, political organization, 2007",1
"ecuador, executive office, 2001",1
"united states, biotechnology, 1990",41
"germany, internet, 1972",1
"lebanon, consumer goods, 1936",2
"sweden, investment management, 1936",1
"united states, public safety, 1988",20
"venezuela, chemicals, 1985",1
"canada, food & beverages, 1988",8
"georgia, financial services, 2011",6
"singapore, electrical/electronic manufacturing, 2002",2
"italy, cosmetics, 1978",4
"united states, insurance, 1876",11
"netherlands, non-profit organization management, 1891",1
"united states, food production, 1886",7
"united arab emirates, wholesale, 1975",1
"united kingdom, sports, 1895",9
"indonesia, publishing, 1972",2
"belgium, telecommunications, 2002",7
"united states, law practice, 1913",12
"switzerland, mining & metals, 1977",1
"poland, mechanical or industrial engineering, 1987",1
"united states, program development, 1906",2
"portugal, consumer goods, 1976",3
"united states, hospitality, 1964",26
"france, food production, 1968",13
"austria, health, wellness and fitness, 1991",1
"nigeria, marketing and advertising, 2004",5
"united kingdom, law practice, 1937",8
"turkey, music, 1992",1
"chile, medical practice, 2012",8
"united states, security and investigations, 1948",5
"angola, financial services, 2009",3
"united kingdom, computer software, 1996",73
"united states, health, wellness and fitness, 1892",3
"mexico, consumer goods, 1970",3
"united states, law practice, 1936",19
"netherlands, civic & social organization, 2006",18
"cyprus, financial services, 2012",26
"united kingdom, hospitality, 1856",2
"poland, hospital & health care, 2005",3
"indonesia, food & beverages, 2001",1
"lithuania, think tanks, 2007",2
"armenia, health, wellness and fitness, 2010",1
"new zealand, architecture & planning, 1968",1
"italy, automotive, 2014",43
"spain, semiconductors, 1974",1
"spain, package/freight delivery, 2009",1
"germany, telecommunications, 2016",13
"india, insurance, 2014",9
"singapore, airlines/aviation, 2000",1
"germany, utilities, 2006",5
"australia, construction, 1974",14
"ireland, aviation & aerospace, 1995",1
"netherlands, architecture & planning, 2000",29
"united states, renewables & environment, 1989",41
"italy, pharmaceuticals, 1999",7
"germany, logistics and supply chain, 2010",10
"sweden, staffing and recruiting, 2004",18
"south africa, real estate, 2001",11
"australia, education management, 2013",89
"netherlands, import and export, 1990",4
"canada, non-profit organization management, 1986",41
"italy, banking, 1987",3
"sweden, publishing, 2003",2
"canada, public relations and communications, 1983",3
"united arab emirates, pharmaceuticals, 1999",1
"australia, investment banking, 2008",5
"ireland, hospital & health care, 1991",2
"poland, telecommunications, 2012",11
"switzerland, non-profit organization management, 1844",1
"france, farming, 1912",2
"turkey, mining & metals, 2016",14
"finland, electrical/electronic manufacturing, 2002",3
"ecuador, apparel & fashion, 2014",1
"thailand, information technology and services, 2017",17
"india, sports, 2009",22
"estonia, health, wellness and fitness, 2012",1
"south africa, design, 2012",39
"france, motion pictures and film, 2006",7
"philippines, computer software, 2009",7
"sweden, construction, 2014",35
"sweden, arts and crafts, 1995",1
"romania, translation and localization, 2001",3
"spain, medical practice, 2016",8
"slovenia, financial services, 2001",1
"netherlands, non-profit organization management, 1990",18
"canada, architecture & planning, 2016",51
"brazil, human resources, 1990",9
"united states, gambling & casinos, 1983",9
"netherlands, public policy, 1980",3
"india, public safety, 2012",4
"austria, international affairs, 1969",1
"denmark, design, 1995",5
"argentina, restaurants, 2012",2
"united states, civic & social organization, 1955",17
"netherlands, pharmaceuticals, 2015",9
"argentina, computer software, 2015",23
"united arab emirates, airlines/aviation, 2017",1
"canada, public safety, 2006",9
"finland, health, wellness and fitness, 2012",20
"germany, architecture & planning, 1989",9
"hong kong, international trade and development, 1998",4
"netherlands, graphic design, 1959",1
"bulgaria, non-profit organization management, 2014",8
"netherlands, design, 1941",1
"hong kong, chemicals, 1986",1
"italy, consumer electronics, 1990",1
"iran, oil & energy, 1993",9
"united states, civil engineering, 1988",74
"colombia, internet, 2009",32
"finland, information technology and services, 1998",21
"hungary, internet, 2011",10
"norway, outsourcing/offshoring, 2007",1
"romania, electrical/electronic manufacturing, 1996",2
"lithuania, building materials, 1990",1
"china, e-learning, 1998",1
"brazil, think tanks, 1916",1
"south africa, medical practice, 2013",8
"jordan, food production, 2013",4
"united kingdom, investment banking, 2009",23
"brazil, entertainment, 2017",32
"mozambique, research, 2010",1
"puerto rico, computer software, 2011",1
"romania, industrial automation, 2012",6
"brazil, supermarkets, 2013",2
"norway, health, wellness and fitness, 2015",23
"brazil, wholesale, 1976",5
"portugal, hospital & health care, 1996",2
"denmark, investment management, 2011",4
"cyprus, apparel & fashion, 2017",1
"united states, information services, 1952",2
"australia, events services, 1999",17
"australia, telecommunications, 2004",26
"netherlands, entertainment, 1996",11
"turkey, food & beverages, 1988",1
"bahamas, food production, 2015",1
"australia, consumer goods, 2000",6
"united kingdom, primary/secondary education, 2011",29
"colombia, consumer electronics, 2017",3
"austria, marketing and advertising, 2009",18
"france, venture capital & private equity, 2006",7
"united arab emirates, international trade and development, 2014",10
"finland, professional training & coaching, 2009",13
"spain, maritime, 2014",10
"australia, performing arts, 2000",3
"bahamas, facilities services, 2017",1
"china, furniture, 2010",16
"united kingdom, translation and localization, 1992",3
"finland, individual & family services, 2017",1
"russia, investment management, 2008",6
"france, food & beverages, 2008",3
"austria, international trade and development, 1999",2
"vietnam, staffing and recruiting, 2016",3
"pakistan, human resources, 2016",13
"greece, real estate, 2007",9
"luxembourg, non-profit organization management, 2012",3
"poland, legal services, 2011",13
"austria, think tanks, 2012",1
"australia, accounting, 1995",25
"poland, hospitality, 1990",2
"croatia, professional training & coaching, 1991",1
"belgium, cosmetics, 2014",5
"cyprus, information technology and services, 2008",10
"thailand, sporting goods, 2003",1
"germany, automotive, 1959",4
"singapore, printing, 2010",3
"united states, public policy, 1947",4
"sri lanka, transportation/trucking/railroad, 1998",1
"belgium, machinery, 2010",6
"tunisia, package/freight delivery, 2014",1
"sweden, professional training & coaching, 1997",3
"spain, logistics and supply chain, 1975",5
"nigeria, mechanical or industrial engineering, 2016",1
"peru, higher education, 2011",11
"australia, broadcast media, 2010",15
"poland, civic & social organization, 2008",5
"angola, management consulting, 2006",4
"nigeria, primary/secondary education, 1983",1
"jamaica, information technology and services, 2002",1
"netherlands, building materials, 1989",11
"czechia, graphic design, 2010",4
"egypt, media production, 2012",8
"italy, human resources, 1994",10
"austria, computer hardware, 2010",2
"spain, insurance, 1994",7
"germany, events services, 2007",13
"philippines, graphic design, 1963",1
"spain, machinery, 1991",13
"germany, gambling & casinos, 1991",1
"spain, health, wellness and fitness, 1933",1
"colombia, furniture, 2006",5
"uruguay, media production, 2011",2
"united states, warehousing, 1972",7
"canada, legal services, 1992",9
"slovenia, construction, 1979",2
"romania, internet, 2003",11
"netherlands, business supplies and equipment, 2008",9
"slovenia, chemicals, 2008",1
"spain, hospital & health care, 1997",12
"canada, industrial automation, 2013",18
"france, research, 2007",38
"georgia, retail, 1994",1
"france, accounting, 1982",10
"germany, utilities, 2007",5
"egypt, computer software, 1980",1
"netherlands, information services, 1991",6
"united states, health, wellness and fitness, 1883",6
"france, online media, 2005",9
"united states, recreational facilities and services, 1993",33
"zimbabwe, automotive, 2001",2
"denmark, mental health care, 2009",2
"australia, food production, 1995",6
"finland, real estate, 2008",8
"spain, oil & energy, 2011",14
"united states, farming, 2000",32
"ireland, law practice, 1936",1
"china, sporting goods, 1999",5
"egypt, construction, 2007",4
"indonesia, education management, 2017",19
"iceland, food production, 2000",1
"united kingdom, executive office, 2013",28
"chile, design, 1985",1
"iran, capital markets, 2005",1
"chile, law practice, 2016",8
"united states, arts and crafts, 1909",3
"peru, primary/secondary education, 2011",3
"spain, construction, 1963",13
"china, graphic design, 1993",1
"canada, construction, 1962",18
"france, printing, 2006",11
"costa rica, retail, 2011",1
"south africa, chemicals, 1988",2
"india, accounting, 1992",7
"new zealand, financial services, 2018",8
"turkey, performing arts, 2011",4
"netherlands, publishing, 2017",10
"costa rica, events services, 2007",1
"venezuela, management consulting, 1999",3
"puerto rico, information technology and services, 2017",2
"pakistan, apparel & fashion, 1941",1
"united kingdom, accounting, 1955",4
"denmark, military, 2005",1
"australia, media production, 1998",7
"malta, law practice, 2007",1
"canada, sports, 2004",24
"ecuador, higher education, 2014",1
