countryindyear,count
"malaysia, non-profit organization management, 1992",1
"saint lucia, consumer goods, 1991",1
"china, investment banking, 2016",2
"australia, real estate, 1905",2
"australia, government administration, 1977",2
"cyprus, online media, 2015",3
"jersey, computer & network security, 1988",1
"australia, import and export, 1949",1
"panama, education management, 1992",2
"ireland, cosmetics, 1991",1
"canada, libraries, 1949",1
"lebanon, luxury goods & jewelry, 2013",1
"panama, non-profit organization management, 1948",1
"denmark, maritime, 1934",1
"réunion, business supplies and equipment, 1994",1
"belgium, plastics, 1928",1
"japan, oil & energy, 1948",1
"iran, graphic design, 2009",2
"indonesia, higher education, 1920",1
"cuba, hospitality, 2014",1
"israel, music, 2014",4
"croatia, machinery, 2004",1
"chile, transportation/trucking/railroad, 2014",5
"saint vincent and the grenadines, banking, 1997",1
"tunisia, plastics, 1990",1
"equatorial guinea, accounting, 2010",1
"ireland, human resources, 2001",2
"norway, machinery, 1931",1
"canada, international trade and development, 1961",4
"indonesia, computer hardware, 2005",3
"united states, arts and crafts, 1975",15
"botswana, hospital & health care, 1992",1
"saudi arabia, individual & family services, 2017",1
"bangladesh, logistics and supply chain, 2012",1
"czechia, mechanical or industrial engineering, 1872",2
"norway, maritime, 1998",2
"hungary, oil & energy, 1893",1
"peru, higher education, 2017",4
"greece, higher education, 1875",2
"philippines, consumer electronics, 1989",1
"spain, import and export, 2002",3
"new zealand, environmental services, 1996",5
"norway, consumer electronics, 1996",1
"philippines, outsourcing/offshoring, 1983",1
"italy, food production, 1905",1
"colombia, non-profit organization management, 1825",1
"belgium, import and export, 1989",3
"zimbabwe, building materials, 1999",2
"hong kong, international trade and development, 2014",7
"norway, transportation/trucking/railroad, 1925",1
"spain, semiconductors, 1983",1
"austria, photography, 2004",1
"new caledonia, internet, 2011",1
"albania, information technology and services, 2009",2
"greece, biotechnology, 2013",2
"thailand, luxury goods & jewelry, 1990",2
"chile, mental health care, 2014",2
"nepal, newspapers, 2003",1
"iceland, banking, 1999",1
"bangladesh, information services, 2017",2
"philippines, real estate, 1955",3
"canada, religious institutions, 1944",2
"australia, sports, 1914",1
"switzerland, religious institutions, 1948",1
"denmark, retail, 1973",3
"sri lanka, civil engineering, 2009",1
"greece, higher education, 1972",1
"bulgaria, staffing and recruiting, 2006",4
"germany, building materials, 1981",2
"pakistan, retail, 1984",2
"panama, animation, 2006",1
"italy, packaging and containers, 1954",1
"india, international trade and development, 2005",3
"germany, automotive, 1924",2
"myanmar, logistics and supply chain, 2014",2
"france, renewables & environment, 1977",2
"argentina, higher education, 1993",3
"netherlands, non-profit organization management, 1877",1
"finland, environmental services, 1987",1
"spain, law enforcement, 1996",2
"germany, international affairs, 2011",1
"italy, shipbuilding, 1946",1
"new zealand, international trade and development, 2005",1
"saudi arabia, investment banking, 2009",1
"macedonia, hospitality, 2003",1
"norway, semiconductors, 1992",2
"thailand, insurance, 2012",2
"nigeria, consumer goods, 1995",1
"brazil, oil & energy, 1968",1
"luxembourg, construction, 1961",1
"russia, logistics and supply chain, 2017",1
"united kingdom, plastics, 1996",2
"japan, semiconductors, 1992",1
"denmark, glass, ceramics & concrete, 1990",1
"spain, textiles, 1947",3
"bolivia, marketing and advertising, 2003",1
"poland, photography, 2018",1
"slovakia, entertainment, 2007",3
"south africa, industrial automation, 2009",2
"austria, insurance, 1985",1
"palestine, electrical/electronic manufacturing, 2010",1
"italy, education management, 1984",3
"czechia, transportation/trucking/railroad, 1873",1
"egypt, biotechnology, 2005",1
"united states, writing and editing, 1858",1
"belgium, insurance, 1935",3
"united kingdom, consumer electronics, 1972",2
"denmark, civic & social organization, 1920",1
"hong kong, transportation/trucking/railroad, 2015",1
"malta, events services, 2009",1
"germany, construction, 1966",2
"peru, higher education, 1953",1
"uruguay, computer games, 2009",2
"morocco, entertainment, 2010",1
"austria, health, wellness and fitness, 1995",1
"spain, fine art, 1975",1
"south africa, food production, 1945",1
"south korea, real estate, 2007",2
"italy, logistics and supply chain, 1924",2
"belgium, logistics and supply chain, 1985",2
"argentina, facilities services, 2008",2
"united states, real estate, 1902",5
"poland, information services, 1994",1
"luxembourg, professional training & coaching, 1991",1
"bangladesh, medical devices, 1983",1
"saudi arabia, investment management, 1996",1
"finland, import and export, 1992",3
"mexico, staffing and recruiting, 2004",1
"cyprus, education management, 1995",1
"ireland, program development, 2012",2
"panama, automotive, 2010",1
"colombia, veterinary, 1989",2
"spain, mental health care, 1995",4
"sweden, civil engineering, 1995",1
"serbia, legal services, 2005",1
"united kingdom, program development, 2002",1
"morocco, telecommunications, 2016",2
"zimbabwe, apparel & fashion, 2011",1
"denmark, consumer services, 2012",10
"hungary, accounting, 2008",2
"austria, utilities, 1994",1
"singapore, warehousing, 1999",1
"argentina, business supplies and equipment, 2007",1
"belgium, music, 2005",3
"zambia, consumer goods, 2013",1
"namibia, retail, 2014",1
"bulgaria, food production, 1991",4
"italy, furniture, 1908",1
"canada, architecture & planning, 1957",4
"lithuania, health, wellness and fitness, 1972",1
"luxembourg, sports, 2016",1
"new zealand, real estate, 1950",1
"switzerland, printing, 2012",3
"spain, civic & social organization, 1982",4
"japan, e-learning, 2000",1
"switzerland, restaurants, 2000",2
"sweden, business supplies and equipment, 1975",1
"slovakia, research, 2004",1
"israel, oil & energy, 1986",1
"japan, fine art, 2012",1
"namibia, wine and spirits, 2010",1
"china, environmental services, 2017",1
"canada, recreational facilities and services, 1905",2
"tanzania, leisure, travel & tourism, 1991",1
"lithuania, internet, 2018",1
"tunisia, public relations and communications, 2011",1
"france, public policy, 1999",2
"australia, media production, 1997",5
"germany, consumer goods, 1932",4
"guyana, food production, 1937",1
"bosnia and herzegovina, automotive, 1995",2
"argentina, recreational facilities and services, 2014",1
"brazil, media production, 1957",1
"poland, real estate, 1989",3
"sweden, sporting goods, 1947",1
"colombia, plastics, 1993",1
"india, program development, 2018",1
"bosnia and herzegovina, construction, 2007",1
"spain, veterinary, 1997",2
"argentina, pharmaceuticals, 2009",3
"portugal, banking, 1988",1
"netherlands, real estate, 1930",2
"canada, wholesale, 1958",3
"romania, individual & family services, 2010",1
"philippines, mining & metals, 2013",1
"turkey, consumer electronics, 1984",2
"australia, health, wellness and fitness, 1869",1
"italy, alternative dispute resolution, 2003",1
"united kingdom, consumer goods, 1883",1
"france, philanthropy, 1913",1
"gibraltar, investment management, 2013",1
"united states, glass, ceramics & concrete, 1930",1
"mexico, animation, 2009",4
"portugal, airlines/aviation, 1947",1
"united kingdom, sporting goods, 1955",1
"taiwan, law practice, 2009",1
"sri lanka, pharmaceuticals, 2016",1
"turkey, graphic design, 1987",1
"denmark, primary/secondary education, 2011",2
"uruguay, primary/secondary education, 2004",1
"uruguay, pharmaceuticals, 2002",1
"finland, civic & social organization, 1932",1
"mexico, retail, 1928",1
"denmark, utilities, 2006",1
"sri lanka, broadcast media, 1982",1
"south africa, import and export, 1991",2
"kosovo, financial services, 1999",1
"peru, design, 1995",1
"united states, furniture, 1921",7
"bulgaria, information services, 1996",3
"luxembourg, management consulting, 2008",6
"united states, paper & forest products, 1903",1
"norway, hospital & health care, 1917",1
"israel, paper & forest products, 1990",1
"switzerland, construction, 1868",1
"poland, machinery, 1990",4
"turkey, textiles, 1953",4
"estonia, hospitality, 2016",2
"mali, leisure, travel & tourism, 2010",1
"costa rica, primary/secondary education, 2008",2
"peru, pharmaceuticals, 2015",2
"australia, capital markets, 2002",1
"sri lanka, e-learning, 2006",1
"kenya, farming, 1990",1
"new zealand, hospitality, 1992",2
"denmark, mechanical or industrial engineering, 1984",3
"indonesia, facilities services, 2013",2
"chile, cosmetics, 2010",2
"uruguay, mechanical or industrial engineering, 2016",1
"colombia, packaging and containers, 1977",1
"singapore, sporting goods, 2015",2
"switzerland, libraries, 1999",1
"vietnam, consumer goods, 2008",1
"estonia, mechanical or industrial engineering, 1996",1
"nigeria, legal services, 1947",1
"belgium, medical devices, 1947",1
"peru, government administration, 1963",1
"senegal, education management, 2016",2
"ireland, building materials, 2003",2
"ireland, market research, 2001",2
"kiribati, internet, 2003",1
"chile, law enforcement, 2008",1
"argentina, architecture & planning, 1958",1
"estonia, wine and spirits, 2014",1
"myanmar, health, wellness and fitness, 2009",1
"portugal, program development, 2013",5
"costa rica, banking, 1965",1
"estonia, banking, 2010",1
"turkey, leisure, travel & tourism, 1972",1
"egypt, information services, 2018",1
"poland, recreational facilities and services, 2015",6
"pakistan, computer software, 1991",1
"sri lanka, renewables & environment, 2013",1
"united states, sports, 1890",4
"germany, law practice, 1960",2
"monaco, individual & family services, 2011",2
"belgium, import and export, 2015",1
"croatia, real estate, 1993",1
"brazil, electrical/electronic manufacturing, 1910",1
"nigeria, newspapers, 2013",1
"costa rica, leisure, travel & tourism, 1997",1
"argentina, accounting, 1978",1
"kosovo, information technology and services, 2014",1
"united states, law enforcement, 1975",5
"lithuania, motion pictures and film, 2004",1
"czechia, higher education, 1849",1
"czechia, printing, 2017",2
"india, maritime, 1982",1
"japan, education management, 1985",2
"vietnam, mechanical or industrial engineering, 2008",2
"egypt, glass, ceramics & concrete, 1996",1
"italy, alternative dispute resolution, 1998",1
"poland, airlines/aviation, 2016",6
"united states, fine art, 1963",3
"kazakhstan, construction, 2013",2
"france, research, 1962",2
"new zealand, online media, 1994",1
"netherlands, wholesale, 1915",1
"france, design, 1902",1
"taiwan, events services, 1990",1
"italy, import and export, 1923",1
"mexico, oil & energy, 2011",12
"spain, entertainment, 1977",1
"united states, higher education, 1838",3
"pakistan, management consulting, 1997",5
"oman, construction, 2012",2
"kenya, media production, 2010",5
"new zealand, consumer goods, 1946",1
"kuwait, education management, 2010",2
"greece, sports, 2010",3
"finland, printing, 1860",1
"finland, consumer electronics, 2017",3
"italy, public policy, 2003",3
"morocco, professional training & coaching, 1986",1
"israel, sporting goods, 1991",2
"brazil, government administration, 1966",1
"thailand, marketing and advertising, 1999",2
"hong kong, non-profit organization management, 2000",1
"ukraine, construction, 2009",3
"netherlands, construction, 1897",2
"norway, government administration, 1977",1
"greece, oil & energy, 1998",2
"guatemala, industrial automation, 1995",1
"norway, entertainment, 1987",2
"romania, international trade and development, 2002",3
"kazakhstan, retail, 2015",1
"russia, international trade and development, 2009",3
"new zealand, public safety, 2001",1
"united states, law enforcement, 1904",2
"argentina, hospitality, 1966",1
"czechia, hospital & health care, 2015",3
"nigeria, civic & social organization, 2007",2
"south africa, staffing and recruiting, 1986",1
"iran, electrical/electronic manufacturing, 2002",3
"denmark, design, 1979",1
"singapore, design, 1945",1
"russia, wholesale, 2011",5
"croatia, education management, 1991",1
"italy, wholesale, 1951",3
"russia, pharmaceuticals, 1996",1
"costa rica, financial services, 1957",1
"portugal, management consulting, 1986",1
"thailand, music, 2009",1
"italy, building materials, 1959",1
"russia, broadcast media, 2010",2
"sweden, chemicals, 2012",3
"canada, religious institutions, 1980",4
"australia, chemicals, 2001",2
"indonesia, retail, 1973",1
"luxembourg, e-learning, 2016",1
"united kingdom, building materials, 1971",6
"italy, international trade and development, 1845",1
"paraguay, sports, 1974",1
"indonesia, education management, 1993",1
"australia, telecommunications, 1990",3
"ghana, hospitality, 2007",2
"côte d’ivoire, oil & energy, 2013",2
"brazil, higher education, 1953",2
"lebanon, food & beverages, 2015",1
"mexico, printing, 1957",1
"norway, marketing and advertising, 1989",3
"united states, food production, 1885",2
"italy, sporting goods, 1860",1
"united kingdom, consumer electronics, 2000",8
"australia, hospitality, 1875",1
"guernsey, computer software, 2004",1
"france, higher education, 1978",2
"turkey, import and export, 1970",1
"croatia, architecture & planning, 1991",2
"germany, farming, 2016",2
"india, fund-raising, 2009",3
"azerbaijan, information technology and services, 2002",1
"portugal, pharmaceuticals, 1981",1
"mexico, staffing and recruiting, 2006",1
"france, wireless, 2001",1
"canada, import and export, 1959",1
"japan, restaurants, 2014",2
"czechia, plastics, 1998",1
"united states, mental health care, 1919",2
"ukraine, real estate, 2015",7
"indonesia, public relations and communications, 2011",3
"netherlands, dairy, 2007",6
"united kingdom, fine art, 1847",1
"poland, luxury goods & jewelry, 1990",2
"philippines, food production, 2006",1
"germany, medical devices, 1983",2
"lebanon, chemicals, 1994",1
"united kingdom, warehousing, 1995",3
"yemen, marketing and advertising, 1982",1
"greece, construction, 1999",5
"ireland, restaurants, 2014",1
"slovakia, construction, 2008",2
"germany, newspapers, 1984",2
"zimbabwe, management consulting, 2005",1
"macedonia, construction, 2011",2
"india, banking, 1993",2
"egypt, biotechnology, 1982",1
"israel, religious institutions, 1987",1
"sri lanka, public policy, 2004",1
"argentina, hospitality, 1995",2
"china, consumer services, 1995",1
"united states, import and export, 1966",2
"pakistan, apparel & fashion, 2003",4
"malaysia, luxury goods & jewelry, 2010",1
"italy, outsourcing/offshoring, 1997",1
"rwanda, civil engineering, 1986",1
"india, publishing, 1981",2
"switzerland, mental health care, 2011",1
"italy, political organization, 2017",2
"denmark, industrial automation, 1931",1
"finland, industrial automation, 2006",3
"united kingdom, machinery, 1961",1
"tunisia, packaging and containers, 1957",1
"denmark, mechanical or industrial engineering, 1918",2
"mexico, transportation/trucking/railroad, 1979",1
"israel, media production, 2018",1
"united states, investment banking, 1968",1
"france, medical devices, 1988",5
"liechtenstein, real estate, 2004",1
"spain, motion pictures and film, 1989",2
"belgium, consumer goods, 1908",1
"czechia, think tanks, 2017",1
"germany, food & beverages, 1908",1
"malta, investment management, 2012",3
"malaysia, defense & space, 1968",1
"czechia, wholesale, 2014",3
"france, pharmaceuticals, 1912",1
"canada, import and export, 1997",1
"united kingdom, translation and localization, 1958",1
"australia, food production, 1982",2
"italy, investment management, 2003",1
"united states, human resources, 1906",1
"suriname, marketing and advertising, 2010",1
"united kingdom, wholesale, 1876",2
"canada, performing arts, 1989",3
"united states, shipbuilding, 1992",2
"belgium, commercial real estate, 1992",2
"luxembourg, oil & energy, 2014",1
"georgia, education management, 2007",4
"france, luxury goods & jewelry, 1981",1
"italy, plastics, 1971",3
"zimbabwe, computer software, 2002",1
"norway, food & beverages, 1983",1
"ukraine, facilities services, 1997",1
"united states, government administration, 1981",12
"colombia, luxury goods & jewelry, 1972",1
"mongolia, banking, 1991",1
"mauritius, design, 2013",1
"romania, design, 1995",1
"kenya, public safety, 2010",1
"france, government administration, 1855",1
"united states, internet, 1949",2
"sweden, fund-raising, 2010",3
"portugal, supermarkets, 1964",1
"brazil, renewables & environment, 1991",4
"spain, civic & social organization, 1976",4
"belarus, graphic design, 2012",1
"turkey, restaurants, 2000",2
"turkey, furniture, 1945",1
"sweden, business supplies and equipment, 1976",1
"ukraine, staffing and recruiting, 2009",7
"peru, fishery, 2006",1
"venezuela, e-learning, 2000",1
"france, mechanical or industrial engineering, 1848",2
"russia, computer games, 2016",2
"armenia, management consulting, 2012",1
"canada, market research, 1979",2
"spain, motion pictures and film, 1987",2
"austria, machinery, 2004",3
"netherlands, textiles, 1958",1
"germany, consumer electronics, 1995",3
"south africa, paper & forest products, 2011",1
"germany, wholesale, 1953",1
"france, wine and spirits, 1920",5
"belgium, environmental services, 1981",1
"bulgaria, publishing, 2009",1
"brazil, construction, 1955",2
"united states, computer networking, 1966",2
"argentina, electrical/electronic manufacturing, 1980",2
"serbia, design, 2010",6
"curaçao, hospitality, 1949",1
"maldives, marketing and advertising, 2007",1
"belgium, program development, 2012",2
"ukraine, design, 2001",1
"brazil, warehousing, 2013",3
"russia, aviation & aerospace, 2015",1
"new zealand, oil & energy, 1998",1
"netherlands, pharmaceuticals, 1943",2
"azerbaijan, outsourcing/offshoring, 1995",1
"united arab emirates, government relations, 2012",2
"moldova, construction, 2013",1
"australia, non-profit organization management, 1921",2
"belgium, higher education, 2015",5
"germany, warehousing, 2010",1
"denmark, shipbuilding, 1989",1
"switzerland, construction, 1908",1
"bolivia, education management, 1994",2
"peru, veterinary, 1992",1
"netherlands, retail, 1969",7
"norway, insurance, 1917",1
"argentina, sporting goods, 2014",1
"uruguay, primary/secondary education, 1983",1
"portugal, real estate, 1980",1
"cyprus, graphic design, 2010",1
"south korea, cosmetics, 1945",1
"germany, health, wellness and fitness, 1912",2
"ireland, translation and localization, 2004",1
"united states, furniture, 1931",2
"malta, management consulting, 2007",1
"poland, design, 1990",2
"united states, shipbuilding, 1989",2
"germany, industrial automation, 1949",3
"turkey, business supplies and equipment, 1988",1
"luxembourg, management consulting, 1995",2
"kazakhstan, recreational facilities and services, 2014",1
"azerbaijan, mining & metals, 2015",1
"nigeria, government administration, 1977",1
"peru, research, 1957",1
"united kingdom, retail, 1828",1
"moldova, food production, 2012",1
"panama, international affairs, 1995",1
"italy, building materials, 1982",5
"india, education management, 1926",2
"spain, individual & family services, 1982",2
"france, luxury goods & jewelry, 1932",1
"argentina, media production, 2002",6
"russia, investment management, 1995",2
"new zealand, hospital & health care, 1942",1
"brazil, writing and editing, 2002",2
"greece, primary/secondary education, 1985",1
"united kingdom, government administration, 1982",1
"germany, legal services, 2004",4
"united kingdom, government administration, 2006",5
"egypt, building materials, 2006",2
"sri lanka, information technology and services, 1989",1
"sri lanka, education management, 1987",1
"guatemala, food production, 1960",1
"singapore, medical practice, 1999",1
"zimbabwe, business supplies and equipment, 1982",1
"turkey, oil & energy, 1999",6
"serbia, furniture, 2014",1
"switzerland, architecture & planning, 1984",2
"colombia, publishing, 1988",1
"netherlands, furniture, 1858",1
"canada, pharmaceuticals, 1934",1
"france, food production, 1898",3
"poland, consumer electronics, 2007",2
"kenya, automotive, 2005",4
"united kingdom, non-profit organization management, 1896",1
"slovenia, luxury goods & jewelry, 1991",1
"brazil, industrial automation, 1981",4
"united kingdom, retail, 1812",1
"vietnam, environmental services, 2012",2
"denmark, food production, 2016",10
"france, translation and localization, 1985",1
"germany, banking, 2010",5
"paraguay, computer software, 2012",1
"germany, education management, 1988",2
"bulgaria, industrial automation, 2007",1
"united states, online media, 1970",2
"belgium, mechanical or industrial engineering, 1928",3
"south africa, human resources, 1981",2
"colombia, food & beverages, 1962",1
"switzerland, consumer goods, 1998",1
"slovakia, accounting, 2003",2
"sweden, executive office, 2014",3
"denmark, automotive, 1917",1
"ethiopia, research, 2014",2
"denmark, real estate, 1964",2
"united kingdom, health, wellness and fitness, 1975",1
"turks and caicos islands, real estate, 2013",1
"germany, primary/secondary education, 2012",1
"sri lanka, market research, 2009",1
"united states, hospital & health care, 1841",1
"italy, sporting goods, 2009",3
"brazil, oil & energy, 1975",2
"switzerland, renewables & environment, 1902",1
"peru, cosmetics, 2004",2
"netherlands, printing, 1938",3
"australia, design, 1961",1
"sweden, entertainment, 1988",1
"netherlands, luxury goods & jewelry, 1900",2
"france, health, wellness and fitness, 1994",3
"mexico, machinery, 1989",1
"norway, non-profit organization management, 1886",1
"kuwait, leisure, travel & tourism, 2012",2
"mozambique, mechanical or industrial engineering, 1999",1
"netherlands, recreational facilities and services, 1957",2
"united states, human resources, 1963",9
"spain, judiciary, 2008",4
"estonia, events services, 2008",1
"canada, chemicals, 1983",4
"egypt, food & beverages, 1888",1
"china, education management, 2018",5
"lebanon, publishing, 2014",1
"sudan, information technology and services, 2002",1
"portugal, individual & family services, 2004",1
"malaysia, food & beverages, 2011",2
"united kingdom, public safety, 2001",5
"united arab emirates, computer networking, 2017",1
"kenya, outsourcing/offshoring, 2011",1
"saudi arabia, airlines/aviation, 2005",1
"united states, commercial real estate, 1955",6
"cyprus, logistics and supply chain, 1971",1
"south africa, consumer goods, 1980",1
"chile, airlines/aviation, 1988",1
"finland, research, 1946",1
"sweden, banking, 2014",1
"saudi arabia, computer software, 1992",2
"colombia, translation and localization, 2010",1
"uruguay, higher education, 2012",1
"israel, e-learning, 2010",2
"ireland, translation and localization, 2015",2
"united kingdom, museums and institutions, 1997",5
"mexico, environmental services, 2000",3
"turkey, legal services, 1982",1
"israel, accounting, 1978",1
"united states, publishing, 1908",2
"hungary, wholesale, 1983",1
"united states, leisure, travel & tourism, 1912",4
"israel, consumer goods, 2007",1
"china, farming, 2016",2
"montenegro, political organization, 2004",1
"united arab emirates, government administration, 1971",2
"bangladesh, electrical/electronic manufacturing, 2002",1
"italy, cosmetics, 1969",4
"israel, farming, 1960",1
"brazil, mental health care, 2009",1
"spain, public safety, 2016",1
"thailand, online media, 2017",6
"malaysia, hospital & health care, 2004",2
"united kingdom, food & beverages, 1904",1
"belgium, facilities services, 1970",2
"russia, luxury goods & jewelry, 1963",1
"switzerland, government relations, 2013",1
"germany, venture capital & private equity, 1958",1
"finland, design, 2000",2
"colombia, textiles, 1992",4
"chile, civil engineering, 1991",3
"liechtenstein, consumer electronics, 2014",1
"france, consumer electronics, 1991",1
"south korea, financial services, 2017",2
"democratic republic of the congo, telecommunications, 2008",1
"united arab emirates, hospitality, 1977",2
"colombia, facilities services, 1976",1
"denmark, architecture & planning, 1972",1
"luxembourg, hospital & health care, 2012",2
"united states, human resources, 1841",1
"cameroon, electrical/electronic manufacturing, 2001",1
"philippines, consumer electronics, 2014",4
"italy, packaging and containers, 1979",1
"luxembourg, printing, 2005",1
"united kingdom, sports, 1902",6
"netherlands, commercial real estate, 1991",1
"portugal, automotive, 1961",1
"thailand, mechanical or industrial engineering, 2010",1
"ghana, civil engineering, 2006",2
"greece, logistics and supply chain, 1978",1
"indonesia, outsourcing/offshoring, 2000",1
"belgium, insurance, 1911",1
"singapore, logistics and supply chain, 2008",3
"pakistan, health, wellness and fitness, 2011",3
"united arab emirates, hospitality, 2000",2
"sri lanka, textiles, 1996",2
"netherlands, music, 1994",7
"russia, renewables & environment, 2013",1
"uruguay, venture capital & private equity, 2016",1
"france, facilities services, 2001",1
"belgium, food & beverages, 1958",2
"albania, higher education, 1993",1
"iceland, leisure, travel & tourism, 1980",1
"honduras, marketing and advertising, 2010",1
"canada, marketing and advertising, 1955",2
"israel, marketing and advertising, 1997",3
"vietnam, accounting, 2013",1
"mauritius, construction, 1995",1
"netherlands, business supplies and equipment, 1961",1
"fiji, computer software, 2010",2
"dominican republic, writing and editing, 2016",1
"united arab emirates, biotechnology, 2014",1
"belgium, dairy, 2005",1
"hong kong, capital markets, 2007",2
"vietnam, program development, 2012",2
"iran, public safety, 2006",1
"morocco, transportation/trucking/railroad, 2011",1
"macedonia, leisure, travel & tourism, 1993",1
"sweden, government administration, 1842",1
"ecuador, mechanical or industrial engineering, 1995",2
"finland, computer hardware, 2003",2
"brazil, newspapers, 1998",2
"france, printing, 1906",1
"netherlands, government administration, 1916",1
"new zealand, airlines/aviation, 2008",2
"united kingdom, accounting, 1978",12
"south korea, hospitality, 2017",1
"greece, hospital & health care, 2014",3
"united states, alternative medicine, 1959",1
"new zealand, law practice, 2017",5
"france, education management, 1956",2
"qatar, hospitality, 2008",2
"sweden, business supplies and equipment, 1996",3
"austria, security and investigations, 2013",3
"india, legal services, 1931",1
"tunisia, chemicals, 1983",1
"france, paper & forest products, 1922",1
"zimbabwe, civil engineering, 1981",2
"taiwan, newspapers, 1952",1
"estonia, civil engineering, 2001",1
"germany, building materials, 1926",2
"croatia, maritime, 2006",1
"united arab emirates, mechanical or industrial engineering, 1990",1
"ireland, mechanical or industrial engineering, 1993",2
"ukraine, banking, 1922",1
"portugal, automotive, 2013",5
"isle of man, events services, 2017",1
"cyprus, real estate, 2005",4
"poland, chemicals, 1948",1
"sweden, government administration, 1968",1
"united kingdom, airlines/aviation, 1940",1
"italy, luxury goods & jewelry, 1959",1
"rwanda, education management, 2006",2
"argentina, furniture, 2014",5
"netherlands, computer hardware, 1997",3
"portugal, plastics, 1946",1
"austria, hospital & health care, 1986",1
"spain, health, wellness and fitness, 1935",1
"hong kong, food & beverages, 1991",1
"south africa, farming, 2017",1
"switzerland, medical practice, 1971",2
"switzerland, mechanical or industrial engineering, 2001",3
"bangladesh, mechanical or industrial engineering, 1998",1
"colombia, consumer services, 2009",2
"singapore, executive office, 2016",1
"lithuania, sporting goods, 2008",1
"netherlands, philanthropy, 1931",1
"serbia, airlines/aviation, 1927",1
"canada, building materials, 1955",9
"poland, printing, 1997",1
"costa rica, outsourcing/offshoring, 2008",1
"spain, plastics, 2009",1
"south africa, broadcast media, 2000",2
"canada, research, 1983",5
"slovakia, plastics, 2000",1
"madagascar, cosmetics, 2013",1
"romania, newspapers, 2015",3
"sweden, publishing, 1958",1
"finland, transportation/trucking/railroad, 2003",3
"latvia, health, wellness and fitness, 2016",4
"singapore, real estate, 1976",2
"netherlands, plastics, 1998",2
"france, computer hardware, 1980",2
"sri lanka, education management, 2013",5
"philippines, package/freight delivery, 2009",1
"ukraine, translation and localization, 2002",3
"zambia, research, 2007",1
"colombia, motion pictures and film, 2000",1
"switzerland, management consulting, 1978",1
"bahrain, oil & energy, 2010",3
"chile, international trade and development, 1908",1
"palestine, non-profit organization management, 2004",1
"thailand, leisure, travel & tourism, 1986",1
"india, publishing, 1973",2
"united states, judiciary, 1894",1
"spain, arts and crafts, 2009",2
"united kingdom, higher education, 1918",1
"china, plastics, 1958",1
"united kingdom, medical devices, 1978",2
"canada, plastics, 1976",2
"netherlands, performing arts, 1948",1
"netherlands, retail, 2018",4
"Åland islands, transportation/trucking/railroad, 2008",1
"switzerland, luxury goods & jewelry, 1959",1
"poland, education management, 1981",1
"peru, logistics and supply chain, 1984",1
"ireland, design, 1976",1
"fiji, retail, 1980",1
"latvia, graphic design, 2005",1
"netherlands, printing, 1981",2
"croatia, public relations and communications, 2012",5
"mongolia, security and investigations, 2017",1
"india, transportation/trucking/railroad, 1972",1
"croatia, graphic design, 2010",3
"united states, veterinary, 1954",3
"luxembourg, restaurants, 2008",1
"united kingdom, logistics and supply chain, 1958",2
"russia, oil & energy, 1946",2
"slovakia, telecommunications, 1991",1
"thailand, architecture & planning, 1994",1
"turkey, luxury goods & jewelry, 2014",4
"belgium, restaurants, 1987",1
"denmark, furniture, 1902",1
"turkey, furniture, 1976",6
"luxembourg, investment management, 1990",1
"peru, mining & metals, 2005",2
"canada, internet, 1980",1
"peru, information technology and services, 1990",1
"united states, market research, 1956",1
"germany, retail, 2018",2
"portugal, plastics, 1991",3
"argentina, translation and localization, 2017",4
"south africa, religious institutions, 2012",1
"mexico, arts and crafts, 2013",4
"netherlands, chemicals, 1905",1
"united kingdom, accounting, 1887",1
"estonia, architecture & planning, 1990",2
"singapore, financial services, 1980",3
"australia, research, 1969",1
"belgium, program development, 2009",1
"france, information technology and services, 1957",1
"bosnia and herzegovina, architecture & planning, 2011",1
"pakistan, law practice, 1948",1
"papua new guinea, information technology and services, 1999",1
"united kingdom, museums and institutions, 1984",1
"greece, apparel & fashion, 1978",1
"new zealand, venture capital & private equity, 2016",2
"switzerland, electrical/electronic manufacturing, 1970",2
"ghana, health, wellness and fitness, 1994",1
"iceland, computer software, 2012",4
"oman, wholesale, 1974",1
"austria, religious institutions, 1992",1
"panama, law practice, 1923",1
"poland, military, 1996",1
"australia, government relations, 1917",1
"switzerland, museums and institutions, 2011",1
"panama, architecture & planning, 2015",2
"united states, broadcast media, 1926",3
"colombia, machinery, 2016",2
"germany, mental health care, 2005",1
"kuwait, architecture & planning, 2007",2
"peru, automotive, 1970",1
"iran, glass, ceramics & concrete, 1881",1
"monaco, internet, 1999",1
"bulgaria, package/freight delivery, 1995",1
"spain, transportation/trucking/railroad, 1939",2
"finland, legal services, 1974",1
"malaysia, logistics and supply chain, 2011",1
"greece, plastics, 1989",2
"finland, food production, 1936",1
"saudi arabia, automotive, 1972",1
"france, alternative dispute resolution, 1995",1
"singapore, transportation/trucking/railroad, 2011",4
"pakistan, consumer services, 1999",2
"singapore, restaurants, 2004",1
"latvia, management consulting, 2010",4
"norway, venture capital & private equity, 2000",2
"philippines, import and export, 1968",1
"spain, luxury goods & jewelry, 1985",2
"oman, food production, 2001",1
"jordan, printing, 2015",1
"denmark, industrial automation, 1927",1
"lebanon, translation and localization, 2017",2
"tunisia, aviation & aerospace, 1998",1
"curaçao, financial services, 2013",3
